country,age,gender,occupation,education_level,income_usd,daily_screen_time_hours,phone_unlocks_per_day,social_media_usage_hours,gaming_usage_hours,streaming_usage_hours,messaging_usage_hours,work_related_usage_hours,sleep_hours,physical_activity_hours,mental_health_score,depression_score,anxiety_score,stress_level,relationship_status,has_children,urban_or_rural,time_spent_with_family_hours,online_shopping_hours,has_screen_time_management_app,self_reported_addiction_level,monthly_data_usage_gb,has_night_mode_on,age_first_phone,push_notifications_per_day,tech_savviness_score,education_level_encoded,relationship_status_encoded,urban_or_rural_encoded,self_reported_addiction_level_encoded,gender_encoded,screen_time_bin,age_group,Screen_Time_Category,gender_Female,gender_Male,gender_Other,relationship_status_Divorced,relationship_status_In Relationship,relationship_status_Married,relationship_status_Single,is_rural,is_urban,has_children_0,has_children_1,Total_Entertainment_Hours,Overall_Mental_Health_Index,Anomali,Cluster,Outlier,Type,Stress_Category
7,29,1,4,2,30863.88,4.9,57,1.38,1.82,2.48,1.98,2.49,5.73,1.3,1.79,88.66,81.04,80.62,1,0,0,1.01,1.29,0,0,27.01,1,11,140,59.17,3.0,2,2,3,1,2,0,2,0,1,0,0,1,0,0,True,False,True,False,7.66,-81.64999999999999,1,-1,False,0,0
2,18,0,4,1,33876.77,6.53,93,0.54,3.02,0.86,1.48,3.92,5.82,0.78,28.02,94.82,65.44,82.12,1,1,0,2.33,0.1,0,3,18.61,1,11,79,27.0,1.0,2,2,4,2,3,4,0,1,0,0,0,1,0,0,True,False,False,True,5.9,-52.77333333333334,1,-1,False,0,0
5,33,1,6,3,33536.55,5.91,111,4.25,0.4,0.49,0.67,2.23,6.72,1.04,83.42,90.25,24.22,38.74,0,0,0,0.58,1.48,1,0,21.99,1,12,86,73.49,4.0,4,2,3,1,2,0,0,0,1,0,1,0,0,0,True,False,True,False,5.8100000000000005,32.35,1,-1,False,0,1
6,17,0,0,2,41708.87,4.45,61,2.47,1.7,2.12,2.1,1.9,6.16,0.78,98.81,55.24,55.1,64.83,3,0,1,2.61,1.13,0,2,29.42,1,9,109,26.63,3.0,1,1,2,2,2,4,2,1,0,0,0,0,0,1,False,True,True,False,8.39,40.42000000000001,1,-1,False,0,2
9,50,1,0,0,66063.79,6.67,94,1.31,0.72,2.57,2.1,3.25,6.45,0.81,1.41,33.68,48.06,52.86,2,0,1,1.04,0.24,0,2,27.86,0,12,120,38.68,1.0,3,1,2,1,3,2,0,0,1,0,0,0,1,0,False,True,True,False,6.699999999999999,-43.45666666666667,1,-1,False,0,1
4,50,1,6,1,25874.48,4.72,67,1.95,0.47,2.15,0.99,0.64,6.18,0.32,20.31,23.59,86.02,84.06,1,1,1,0.58,0.88,1,0,24.67,1,13,80,66.62,1.0,2,1,3,1,2,2,2,0,1,0,0,1,0,0,False,True,False,True,5.5600000000000005,-44.24666666666667,1,-1,False,0,0
9,34,1,7,2,1854.92,9.6,58,2.72,1.97,2.81,2.35,1.55,5.38,1.37,71.35,32.52,71.82,40.33,1,0,1,0.44,1.32,1,1,29.5,1,19,80,58.58,3.0,2,1,1,1,4,0,3,0,1,0,0,1,0,0,False,True,True,False,9.85,23.126666666666665,1,-1,False,0,1
7,48,0,4,1,34668.48,5.32,88,4.17,0.84,2.58,1.17,1.54,8.47,0.69,15.58,23.6,67.19,2.13,3,1,1,1.77,1.07,0,2,15.5,1,20,133,30.78,1.0,1,1,2,2,2,2,0,1,0,0,0,0,0,1,False,True,False,True,8.76,-15.393333333333333,1,-1,False,0,1
8,58,0,0,2,51052.33,9.86,66,1.33,2.07,2.07,1.01,2.52,6.7,0.91,7.46,90.64,83.59,81.07,3,1,1,1.24,0.62,1,2,36.44,1,8,105,93.88,3.0,1,1,2,2,4,2,3,1,0,0,0,0,0,1,False,True,False,True,6.4799999999999995,-77.64,1,-1,False,0,0
1,14,0,4,1,20636.0,3.68,85,2.82,1.25,1.15,1.28,1.66,6.66,0.76,42.77,51.75,79.5,62.85,3,0,0,2.06,1.68,1,3,35.29,1,14,109,78.12,1.0,1,2,4,2,1,4,2,1,0,0,0,0,0,1,True,False,True,False,6.500000000000001,-21.93,1,-1,False,0,2
4,46,0,1,3,25577.8,6.88,82,2.62,3.25,1.81,1.2,1.66,6.6,1.29,27.61,88.67,42.35,48.86,2,0,0,0.86,0.97,1,1,27.55,1,12,123,12.58,4.0,3,2,1,2,3,2,0,1,0,0,0,0,1,0,True,False,True,False,8.879999999999999,-32.35,1,-1,False,0,1
2,38,0,1,2,41735.58,7.03,44,2.2,0.83,0.59,1.3,2.28,7.6,0.61,8.04,64.74,51.6,2.69,0,1,0,0.0,1.03,0,1,19.61,0,10,148,47.62,3.0,4,2,1,2,3,1,0,1,0,0,1,0,0,0,True,False,False,True,4.92,-31.63666666666667,1,-1,False,0,1
1,58,0,7,1,45144.16,4.86,36,0.34,2.39,2.27,1.21,0.81,6.47,1.49,37.39,12.59,80.66,1.39,3,1,1,1.78,1.01,1,3,29.13,0,17,134,13.63,1.0,1,1,4,2,2,2,2,1,0,0,0,0,0,1,False,True,False,True,6.21,5.843333333333334,1,-1,False,0,1
7,23,0,2,2,40328.2,5.42,38,1.4,1.67,2.83,1.53,2.47,4.95,1.57,49.84,33.63,90.22,12.87,0,0,0,0.9,0.0,1,0,26.47,1,10,117,87.12,3.0,4,2,3,2,2,4,0,1,0,0,1,0,0,0,True,False,True,False,7.430000000000001,4.266666666666673,1,-1,False,0,1
4,28,2,5,2,36103.5,1.26,61,0.2,1.39,2.91,2.24,3.01,6.87,1.14,72.97,32.74,45.37,17.17,2,0,0,1.53,0.4,1,0,25.9,0,14,118,59.08,3.0,3,2,3,3,0,0,1,0,0,1,0,0,1,0,True,False,True,False,6.74,41.209999999999994,1,-1,False,0,1
1,29,1,5,2,33711.0,2.08,103,1.9,0.88,0.57,1.85,3.92,7.9,1.46,27.6,79.86,90.53,24.0,1,0,0,1.47,1.54,1,0,22.84,0,15,72,97.99,3.0,2,2,3,1,1,0,2,0,1,0,0,1,0,0,True,False,True,False,5.199999999999999,-37.196666666666665,1,-1,False,0,1
9,33,0,2,3,31138.73,8.54,58,1.45,2.76,1.26,1.65,2.83,6.64,1.65,1.66,81.87,85.87,20.17,0,0,0,2.69,1.19,0,1,38.31,0,11,66,32.31,4.0,4,2,1,2,4,0,3,1,0,0,1,0,0,0,True,False,True,False,7.119999999999999,-60.97666666666668,1,-1,False,0,1
0,44,1,1,2,41141.21,3.53,79,1.37,0.97,1.13,1.77,2.63,7.27,1.42,16.47,21.57,78.36,50.08,3,0,0,0.28,1.3,1,3,40.77,0,16,132,20.79,3.0,1,2,4,1,1,1,2,0,1,0,0,0,0,1,True,False,True,False,5.24,-33.53333333333333,1,-1,False,0,1
9,20,1,7,2,12087.19,8.0,65,3.31,2.17,1.83,0.81,2.34,7.17,1.81,96.33,46.1,90.66,75.07,3,0,0,0.48,0.95,0,3,18.88,0,18,105,89.1,3.0,1,2,4,1,3,4,0,0,1,0,0,0,0,1,True,False,True,False,8.120000000000001,25.72,1,-1,False,0,2
1,23,2,3,0,39171.81,6.4,64,1.3,0.61,1.47,2.42,2.67,7.3,0.87,99.93,82.01,11.84,59.84,1,1,0,1.52,0.96,1,2,35.14,0,15,131,68.65,1.0,2,2,2,3,3,4,0,0,0,1,0,1,0,0,True,False,False,True,5.8,48.7,1,-1,False,0,2
0,38,2,7,2,28115.87,4.05,71,0.39,0.62,2.37,1.38,1.54,7.68,0.44,90.79,51.45,38.09,99.65,0,1,0,0.53,1.12,1,0,27.86,0,16,110,7.14,3.0,4,2,3,3,2,1,2,0,0,1,1,0,0,0,True,False,False,True,4.76,27.726666666666667,1,-1,False,0,0
1,47,2,2,1,43745.91,7.1,106,2.32,2.04,1.54,0.9,0.78,6.36,1.31,28.76,24.22,67.24,62.39,2,0,1,2.08,0.65,1,1,13.16,1,8,115,52.38,1.0,3,1,1,3,3,2,0,0,0,1,0,0,1,0,False,True,True,False,6.8,-22.52333333333333,1,-1,False,0,2
2,48,0,0,0,25138.38,0.03,66,2.04,1.31,0.67,1.86,1.16,6.43,0.85,32.34,58.48,5.92,3.33,1,1,1,1.19,1.35,1,1,36.03,1,20,127,5.73,1.0,2,1,1,2,0,2,1,1,0,0,0,1,0,0,False,True,False,True,5.880000000000001,9.76333333333334,1,-1,False,0,1
9,70,0,3,2,32642.91,5.03,82,2.27,1.25,3.04,1.35,1.19,6.96,1.14,24.64,29.71,53.13,98.96,0,0,1,3.93,0.0,0,3,25.65,1,17,108,7.29,3.0,4,1,4,2,2,3,0,1,0,0,1,0,0,0,False,True,True,False,7.91,-35.959999999999994,1,-1,False,0,0
4,60,1,5,0,54537.29,5.41,80,3.94,2.19,1.57,2.22,4.15,7.16,0.96,33.56,9.04,44.56,11.4,0,1,1,1.67,1.02,1,3,28.34,0,10,137,32.52,1.0,4,1,4,1,2,2,0,0,1,0,1,0,0,0,False,True,False,True,9.92,11.893333333333334,1,-1,False,0,1
9,48,2,0,3,39991.77,6.72,77,2.98,1.52,2.11,1.23,2.09,7.27,1.49,45.86,92.51,0.17,20.35,3,0,0,0.79,0.19,1,1,0.79,0,20,144,88.26,4.0,1,2,1,3,3,2,0,0,0,1,0,0,0,1,True,False,True,False,7.84,8.18333333333333,1,-1,False,0,1
4,17,2,4,0,42936.26,6.47,107,1.94,2.83,1.49,0.35,2.47,6.22,0.56,51.92,71.56,15.03,93.67,3,0,0,2.08,1.87,1,2,22.75,0,11,137,18.85,1.0,1,2,2,3,3,4,0,0,0,1,0,0,0,1,True,False,True,False,6.609999999999999,-8.166666666666671,1,-1,False,0,0
8,67,1,5,2,44096.84,7.14,80,1.27,0.0,3.49,2.5,1.98,6.0,1.43,90.36,90.31,26.27,82.3,2,1,1,1.38,0.13,1,0,28.54,0,19,110,40.22,3.0,3,1,3,1,3,3,0,0,1,0,0,0,1,0,False,True,False,True,7.26,24.066666666666663,1,-1,False,0,0
5,44,0,6,0,1474.13,8.22,69,3.91,1.52,2.67,2.44,2.75,5.3,0.24,55.88,74.2,12.45,1.44,3,1,1,0.0,0.63,0,2,26.68,1,9,133,82.62,1.0,1,1,2,2,4,1,3,1,0,0,0,0,0,1,False,True,False,True,10.54,26.51666666666667,1,-1,False,0,1
4,46,2,7,3,42832.97,8.15,79,0.0,2.1,3.83,2.19,0.76,7.12,1.24,72.72,35.45,23.92,94.73,3,1,1,2.01,1.41,0,3,23.79,0,8,128,88.65,4.0,1,1,4,3,4,2,3,0,0,1,0,0,0,1,False,True,False,True,8.12,21.353333333333325,1,-1,True,1,0
5,38,1,5,1,43824.66,6.3,82,4.77,0.19,1.66,1.69,0.71,6.83,1.36,73.23,17.33,79.24,52.3,0,0,0,0.57,1.14,1,1,34.87,1,18,116,90.37,1.0,4,2,1,1,3,1,0,0,1,0,1,0,0,0,True,False,True,False,8.31,23.60666666666667,1,-1,False,0,1
8,17,0,0,0,43778.34,12.06,85,2.67,2.23,2.41,1.9,2.78,5.32,1.09,96.96,35.92,97.87,71.62,2,1,1,2.0,0.94,1,2,18.49,1,9,84,4.63,1.0,3,1,2,2,4,4,3,1,0,0,0,0,1,0,False,True,False,True,9.21,28.48999999999998,1,-1,False,0,2
8,12,0,0,1,49196.19,7.85,120,1.41,1.06,0.31,1.57,1.11,7.75,0.29,66.24,25.7,20.59,76.0,0,0,0,1.77,0.88,0,2,22.69,0,9,55,62.4,1.0,4,2,2,2,3,4,0,1,0,0,1,0,0,0,True,False,True,False,4.35,25.47666666666666,1,-1,False,0,2
0,29,2,1,0,34470.71,6.45,57,1.46,2.04,2.14,2.2,2.07,7.72,1.08,6.11,82.44,6.63,46.73,2,1,0,2.06,0.76,1,3,20.71,0,9,84,39.86,1.0,3,2,4,3,3,0,0,0,0,1,0,0,1,0,True,False,False,True,7.840000000000001,-39.15666666666666,1,-1,False,0,1
9,63,1,2,1,39670.97,5.66,60,0.59,1.0,2.67,2.26,2.01,5.04,0.55,11.74,27.11,78.61,62.97,1,0,1,0.91,0.82,1,2,30.74,0,13,60,11.37,1.0,2,1,2,1,2,3,0,0,1,0,0,1,0,0,False,True,True,False,6.52,-44.489999999999995,1,-1,False,0,2
5,35,1,5,2,25326.85,7.33,91,1.01,1.96,2.98,1.39,1.71,5.58,1.81,72.32,77.41,6.44,24.06,0,1,1,2.19,1.58,0,0,5.23,0,14,106,41.41,3.0,4,1,3,1,3,0,0,0,1,0,1,0,0,0,False,True,False,True,7.339999999999999,36.349999999999994,1,-1,False,0,1
8,54,0,3,0,36323.04,5.72,87,1.82,3.04,2.86,1.77,2.24,6.1,1.18,61.46,93.89,29.83,68.67,2,0,1,0.97,1.12,1,3,34.09,0,15,116,14.74,1.0,3,1,4,2,2,2,0,1,0,0,0,0,1,0,False,True,True,False,9.49,-2.6699999999999946,1,-1,False,0,2
9,50,0,2,0,10943.13,1.84,131,0.52,3.0,1.17,1.92,0.0,5.0,0.64,69.57,35.25,55.4,99.88,1,1,1,1.55,0.7,0,0,37.31,0,15,91,82.67,1.0,2,1,3,2,0,2,1,1,0,0,0,1,0,0,False,True,False,True,6.609999999999999,6.059999999999995,1,-1,True,1,0
0,70,1,6,1,26227.88,7.62,69,1.89,0.0,2.33,2.4,2.92,5.16,1.37,18.15,86.0,6.62,93.54,2,1,1,0.65,1.28,1,1,25.15,0,14,103,92.41,1.0,3,1,1,1,3,3,0,0,1,0,0,0,1,0,False,True,False,True,6.619999999999999,-43.90333333333334,1,-1,False,0,0
7,24,1,4,3,6637.53,8.27,116,1.39,1.1,3.24,1.45,0.02,6.93,0.6,77.04,1.0,81.71,40.89,0,0,1,2.11,0.8,1,1,37.72,0,19,92,76.67,4.0,4,1,1,1,4,4,3,0,1,0,1,0,0,0,False,True,True,False,7.180000000000001,35.84000000000001,1,-1,False,0,1
7,17,0,2,1,20144.85,6.99,69,0.37,3.19,2.22,1.12,2.35,5.12,0.0,44.97,99.59,87.3,66.3,0,0,1,0.74,1.38,1,0,27.52,0,11,87,84.3,1.0,4,1,3,2,3,4,0,1,0,0,1,0,0,0,False,True,True,False,6.9,-39.42666666666666,1,-1,False,0,2
2,12,1,0,0,20539.32,1.77,52,0.55,0.14,1.13,1.53,1.07,7.24,0.43,52.76,66.68,0.76,21.07,1,1,1,1.09,1.31,0,3,16.71,0,11,92,0.68,1.0,2,1,4,1,0,4,1,0,1,0,0,1,0,0,False,True,False,True,3.3499999999999996,23.256666666666664,1,-1,True,1,1
8,68,0,5,1,31307.66,4.46,46,2.35,1.68,2.2,1.99,2.26,8.39,0.65,56.63,96.37,34.78,23.0,2,0,0,1.35,0.74,1,1,27.25,1,9,143,97.32,1.0,3,2,1,2,2,3,2,1,0,0,0,0,1,0,True,False,True,False,8.22,5.24666666666667,1,-1,False,0,1
6,47,1,7,3,6588.03,6.6,105,3.75,3.21,1.46,1.76,0.48,6.21,0.0,27.73,31.86,7.17,17.16,0,1,0,2.64,1.21,1,3,14.82,1,16,130,25.06,4.0,4,2,4,1,3,2,0,0,1,0,1,0,0,0,True,False,False,True,10.18,9.0,1,-1,False,0,1
6,27,0,0,0,57904.4,3.6,88,2.69,1.11,1.41,1.38,1.03,7.15,1.01,38.82,93.49,44.12,27.64,0,1,0,2.37,0.06,0,3,38.07,1,11,50,71.18,1.0,4,2,4,2,1,0,2,1,0,0,1,0,0,0,True,False,False,True,6.59,-16.263333333333335,1,-1,False,0,1
3,24,1,0,0,28842.89,6.0,19,1.31,1.02,3.42,1.32,1.05,7.0,1.38,72.97,13.8,45.51,2.0,2,1,0,0.6,1.1,0,3,26.34,0,12,93,79.39,1.0,3,2,4,1,2,4,0,0,1,0,0,0,1,0,True,False,False,True,7.07,52.53333333333333,1,-1,False,0,1
9,32,2,0,3,32707.22,6.35,120,2.86,2.52,2.76,1.56,3.39,6.84,1.39,43.31,30.34,8.68,37.46,1,0,1,0.58,0.86,0,1,17.99,1,10,89,96.8,4.0,2,1,1,3,3,0,0,0,0,1,0,1,0,0,False,True,True,False,9.7,17.816666666666674,1,-1,False,0,1
7,46,1,1,3,57101.76,5.81,86,2.9,1.01,1.43,0.55,1.77,7.21,0.76,18.5,16.78,57.81,42.33,2,0,1,0.66,0.62,0,0,44.38,0,10,75,22.15,4.0,3,1,3,1,2,2,0,0,1,0,0,0,1,0,False,True,True,False,5.89,-20.473333333333336,1,-1,False,0,1
0,70,2,5,1,53737.16,6.75,124,2.12,2.55,1.62,1.43,4.94,5.47,2.2,13.46,59.2,25.09,40.13,1,0,0,3.52,0.53,1,2,23.8,0,17,74,57.05,1.0,2,2,2,3,3,3,0,0,0,1,0,1,0,0,True,False,True,False,7.72,-28.013333333333335,-1,-1,True,1,1
3,37,0,7,0,56242.77,4.34,78,1.08,1.66,2.98,1.2,2.67,4.43,0.93,95.24,74.98,75.08,95.6,0,0,0,1.79,1.29,1,2,31.95,0,15,83,40.92,1.0,4,2,2,2,2,1,2,1,0,0,1,0,0,0,True,False,True,False,6.920000000000001,13.35333333333334,1,-1,False,0,0
9,54,1,3,3,18720.7,3.9,32,1.94,0.67,2.82,1.29,1.46,7.49,1.13,61.16,90.02,35.29,72.23,3,0,0,1.46,0.66,1,3,36.04,0,19,147,78.06,4.0,1,2,4,1,1,2,2,0,1,0,0,0,0,1,True,False,True,False,6.72,-4.686666666666667,1,-1,False,0,2
4,31,0,0,1,30574.8,7.23,104,2.99,1.43,2.36,2.37,1.85,7.78,0.88,89.54,39.06,28.55,21.33,1,0,1,0.35,0.86,0,1,31.78,0,12,101,5.08,1.0,2,1,1,2,3,0,0,1,0,0,0,1,0,0,False,True,True,False,9.15,59.893333333333345,1,-1,False,0,1
9,12,1,3,1,29884.2,7.56,54,2.43,2.06,1.89,1.26,1.21,7.04,1.8,46.32,86.37,24.01,72.26,1,1,1,1.86,0.27,0,0,30.99,1,12,114,9.84,1.0,2,1,3,1,3,4,0,0,1,0,0,1,0,0,False,True,False,True,7.64,-14.559999999999995,1,-1,False,0,2
6,69,2,7,0,31012.29,6.85,116,1.34,1.0,1.73,1.61,2.74,9.09,0.88,22.9,69.82,70.73,53.33,2,0,0,1.79,0.54,0,0,28.26,0,18,122,2.43,1.0,3,2,3,3,3,3,0,0,0,1,0,0,1,0,True,False,True,False,5.680000000000001,-41.72666666666667,1,-1,False,0,1
2,70,0,2,1,36011.82,4.26,74,1.85,1.64,1.36,1.5,2.41,6.39,1.46,44.25,63.17,73.43,67.86,3,1,1,2.71,0.42,0,3,32.59,0,18,114,16.74,1.0,1,1,4,2,2,3,2,1,0,0,0,0,0,1,False,True,False,True,6.3500000000000005,-23.903333333333336,1,-1,False,0,2
4,26,2,4,1,27432.79,6.14,61,2.33,1.8,3.5,0.87,1.22,6.93,0.34,43.22,98.09,88.39,4.59,2,0,0,1.45,0.0,1,1,34.97,0,12,92,59.29,1.0,3,2,1,3,3,0,0,0,0,1,0,0,1,0,True,False,True,False,8.5,-20.47,1,-1,False,0,1
1,27,1,6,3,53991.2,6.54,56,1.16,1.17,1.92,0.77,1.72,7.36,1.21,46.87,14.43,53.34,49.1,1,1,0,1.37,0.83,1,2,43.48,1,19,127,84.77,4.0,2,2,2,1,3,0,0,0,1,0,0,1,0,0,True,False,False,True,5.02,7.913333333333327,1,-1,False,0,1
1,70,0,4,2,57073.77,1.46,64,1.86,0.63,1.56,2.0,2.36,7.2,1.58,90.28,54.59,60.55,15.03,1,1,0,1.07,0.97,1,1,9.61,0,16,37,86.0,3.0,2,2,1,2,0,3,1,1,0,0,0,1,0,0,True,False,False,True,6.050000000000001,46.88999999999999,1,-1,False,0,1
6,55,1,3,1,36467.11,5.69,72,1.26,3.01,2.36,0.86,1.5,5.81,1.1,59.21,42.79,73.99,39.66,1,0,1,1.23,1.46,1,0,38.32,0,20,79,13.46,1.0,2,1,3,1,2,2,0,0,1,0,0,1,0,0,False,True,True,False,7.489999999999999,7.063333333333333,1,-1,False,0,1
7,37,1,3,0,9112.34,6.0,113,2.27,2.27,0.0,0.71,2.34,5.96,0.65,95.98,73.74,66.62,97.37,3,1,1,0.26,0.51,0,2,27.75,0,19,111,70.38,1.0,1,1,2,1,2,1,0,0,1,0,0,0,0,1,False,True,False,True,5.25,16.736666666666665,1,-1,False,0,0
7,49,0,1,2,32266.14,8.94,64,2.18,1.55,2.33,1.19,3.26,7.01,2.53,16.8,40.04,97.67,17.21,3,0,0,2.62,1.08,0,1,25.07,0,8,81,23.07,3.0,1,2,1,2,4,2,3,1,0,0,0,0,0,1,True,False,True,False,7.25,-34.84,-1,-1,False,0,1
4,61,1,7,1,56496.61,5.2,55,1.02,0.36,2.21,1.74,0.62,8.5,0.69,22.32,1.19,81.07,52.85,0,0,1,1.13,1.7,1,0,23.41,1,8,81,71.87,1.0,4,1,3,1,2,3,0,0,1,0,1,0,0,0,False,True,True,False,5.33,-22.71666666666666,1,-1,False,0,1
5,33,0,2,3,50752.29,9.11,82,2.34,2.46,0.49,2.02,3.01,6.78,1.42,62.44,87.59,18.92,41.41,3,0,1,2.71,1.49,1,3,22.61,0,12,87,9.67,4.0,1,1,4,2,4,0,3,1,0,0,0,0,0,1,False,True,True,False,7.31,13.133333333333326,1,-1,False,0,1
9,50,0,5,2,14088.44,9.11,84,2.32,1.97,1.0,1.35,2.61,6.68,1.82,14.59,22.59,63.36,15.86,3,0,0,1.52,1.14,1,3,24.34,0,20,124,42.98,3.0,1,2,4,2,4,2,3,1,0,0,0,0,0,1,True,False,True,False,6.640000000000001,-19.346666666666668,1,-1,False,0,1
0,66,1,1,1,35053.67,6.71,80,0.53,2.74,1.92,1.85,2.32,6.39,1.49,22.74,87.47,88.22,54.19,2,1,1,1.39,0.91,1,0,23.68,1,15,75,14.16,1.0,3,1,3,1,3,3,0,0,1,0,0,0,1,0,False,True,False,True,7.040000000000001,-53.88666666666667,1,-1,False,0,1
1,18,2,5,3,15947.24,4.36,88,2.1,0.97,2.53,1.0,3.07,5.35,1.77,77.2,39.56,35.72,85.67,3,1,0,1.03,0.1,1,2,17.04,0,19,89,19.95,4.0,1,2,2,3,2,4,2,0,0,1,0,0,0,1,True,False,False,True,6.6,23.550000000000004,1,-1,False,0,0
3,16,2,7,3,43116.43,8.53,130,0.0,1.74,3.55,0.96,1.19,7.11,1.04,76.09,74.71,73.76,62.82,2,1,0,2.81,0.46,0,3,27.38,0,12,48,78.5,4.0,3,2,4,3,4,4,3,0,0,1,0,0,1,0,True,False,False,True,6.25,5.659999999999997,1,-1,True,1,2
6,65,1,4,1,15716.25,7.84,35,2.06,1.83,1.15,1.31,2.75,6.06,1.71,76.82,79.38,15.8,38.08,2,0,0,1.02,0.73,1,0,32.04,0,19,148,11.25,1.0,3,2,3,1,3,3,0,0,1,0,0,0,1,0,True,False,True,False,6.35,32.4,1,-1,False,0,1
5,62,0,1,2,27928.55,5.18,95,0.08,2.64,1.15,1.56,2.1,7.15,0.94,2.3,6.46,1.0,52.73,2,0,1,0.96,1.78,1,1,27.8,0,17,71,5.29,3.0,3,1,1,2,2,3,0,1,0,0,0,0,1,0,False,True,True,False,5.43,-17.763333333333332,1,-1,False,0,1
7,21,1,3,1,15512.89,2.34,107,2.03,1.06,1.49,1.9,1.73,6.29,1.18,84.27,47.63,18.86,85.43,0,1,1,1.78,0.0,1,2,18.23,0,16,127,61.69,1.0,4,1,2,1,1,4,2,0,1,0,1,0,0,0,False,True,False,True,6.48,33.62999999999999,1,-1,False,0,0
6,36,1,1,2,28882.36,5.81,86,1.19,0.38,2.46,1.51,0.89,5.84,0.73,87.94,1.53,63.46,32.72,1,1,0,2.05,1.61,0,1,37.08,0,10,146,32.47,3.0,2,2,1,1,2,1,0,0,1,0,0,1,0,0,True,False,False,True,5.539999999999999,55.37,1,-1,False,0,1
5,35,1,2,3,54106.82,5.51,59,1.74,0.6,1.11,0.89,1.64,5.28,0.42,67.39,73.88,75.83,22.77,3,1,1,0.75,1.06,1,3,20.57,1,16,54,12.05,4.0,1,1,4,1,2,0,0,0,1,0,0,0,0,1,False,True,False,True,4.34,9.896666666666668,1,-1,False,0,1
9,26,0,5,2,28772.49,6.07,66,1.76,0.65,2.66,1.76,1.15,8.14,1.22,55.23,4.85,19.47,10.97,0,1,0,0.0,0.55,0,1,21.22,0,9,101,14.85,3.0,4,2,1,2,3,0,0,1,0,0,1,0,0,0,True,False,False,True,6.83,43.46666666666666,1,-1,False,0,1
3,30,1,1,2,14985.08,7.02,90,2.24,4.12,1.97,1.56,2.39,5.76,1.53,39.45,35.14,85.72,34.27,0,0,0,1.16,0.64,0,1,30.47,0,9,99,23.08,3.0,4,2,1,1,3,0,0,0,1,0,1,0,0,0,True,False,True,False,9.89,-12.259999999999998,1,-1,False,0,1
7,47,1,2,1,31595.36,8.65,91,1.72,0.55,4.56,1.82,1.23,8.91,1.55,48.85,87.51,30.38,94.4,3,1,0,0.78,1.05,0,3,44.55,1,16,99,98.58,1.0,1,2,4,1,4,2,3,0,1,0,0,0,0,1,True,False,False,True,8.65,-21.913333333333338,-1,-1,True,1,0
9,37,1,1,2,41454.51,3.87,94,0.4,1.91,2.43,0.44,2.21,6.33,1.32,65.85,39.42,96.79,62.97,2,1,0,1.74,0.78,1,2,14.79,1,12,53,31.75,3.0,3,2,2,1,1,1,2,0,1,0,0,0,1,0,True,False,False,True,5.180000000000001,-0.5433333333333366,1,-1,False,0,2
7,67,2,6,3,7251.23,2.72,89,0.94,0.0,2.8,1.39,3.44,6.89,0.89,42.22,62.95,97.0,87.82,3,1,0,0.94,0.56,1,1,21.14,1,12,89,94.97,4.0,1,2,1,3,1,3,2,0,0,1,0,0,0,1,True,False,False,True,5.13,-40.36999999999999,1,-1,False,0,0
4,58,2,0,2,5873.21,5.04,99,1.36,1.72,2.36,1.12,3.19,8.52,0.77,92.98,4.14,99.7,95.04,3,1,1,1.29,0.0,1,3,30.47,1,14,144,34.51,3.0,1,1,4,3,2,2,0,0,0,1,0,0,0,1,False,True,False,True,6.56,26.686666666666667,1,-1,True,1,0
3,43,2,2,3,36641.83,7.24,79,2.89,1.21,1.62,0.88,1.69,5.29,1.29,58.88,81.92,55.76,85.49,0,1,1,2.23,0.6,1,2,18.56,0,16,110,95.13,4.0,4,1,2,3,3,1,0,0,0,1,1,0,0,0,False,True,False,True,6.6,-15.509999999999998,1,-1,False,0,0
5,14,0,4,3,26503.19,6.09,111,1.71,2.63,2.58,0.66,1.9,7.81,1.41,2.76,77.38,41.15,82.54,3,1,0,1.63,1.15,1,1,15.75,1,18,90,27.94,4.0,1,2,1,2,3,4,0,1,0,0,0,0,0,1,True,False,False,True,7.58,-64.26333333333334,1,-1,False,0,0
4,69,2,6,2,40353.09,5.44,104,1.61,2.58,1.3,1.53,0.37,5.18,0.79,99.91,46.73,98.67,61.24,2,1,1,2.54,0.58,0,3,25.99,1,9,94,69.55,3.0,3,1,4,3,2,3,0,0,0,1,0,0,1,0,False,True,False,True,7.0200000000000005,31.03,1,-1,False,0,2
7,26,0,6,0,37467.07,5.9,58,3.2,2.62,2.96,1.21,3.02,5.98,0.4,53.94,87.46,32.17,20.74,0,0,1,2.36,1.22,1,2,42.23,0,20,81,18.73,1.0,4,1,2,2,2,0,0,1,0,0,1,0,0,0,False,True,True,False,9.990000000000002,7.149999999999999,1,-1,False,0,1
8,50,1,0,2,20571.93,3.85,123,1.39,0.66,2.16,1.9,1.85,5.4,1.24,6.82,98.95,16.45,70.49,1,0,1,1.31,0.2,1,2,26.21,0,16,54,46.39,3.0,2,1,2,1,1,2,2,0,1,0,0,1,0,0,False,True,True,False,6.109999999999999,-55.14333333333333,1,-1,False,0,2
